
*********************************************************************

   Se leyeron los datos del archivo: ENTRADA.TXT
   Se graba la salida en el archivo: SALIDA.TXT

*********************************************************************

*****************************************************
*CASODEPRUEBAPARAELCAREMCONXENONYQUEMADO*
*****************************************************

Cálculo estático de flujo y K efectivo
BETA =  1.65

 IT  Conv Flujo    Conv Keff      Kefectivo     Sigma       Omega
  4.1111E+02  3.7519E+02  3.5696E+02  4.1477E+02  4.4594E+02  4.1477E+02  3.5696E+02  4.0550E+02
  3.9308E+02  3.5675E+02  3.3938E+02  3.9682E+02  4.2994E+02  3.9682E+02  3.3938E+02  3.8756E+02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 17      COL 18      COL 19      COL 20      COL 21      COL 22      COL 23      COL 24   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9174E+02  3.9175E+02  3.8872E+02  3.7519E+02  3.9570E+02  3.6656E+02  3.9570E+02  3.7507E+02
  4.1460E+02  4.1462E+02  4.1131E+02  3.9271E+02  4.2013E+02  3.7886E+02  4.2014E+02  3.9263E+02
  4.1546E+02  4.1547E+02  4.1327E+02  3.9931E+02  4.2051E+02  3.8279E+02  4.2051E+02  3.9927E+02
  4.2219E+02  4.2219E+02  4.1950E+02  4.0443E+02  4.2815E+02  3.8623E+02  4.2815E+02  4.0439E+02
  4.3350E+02  4.3351E+02  4.2925E+02  4.1053E+02  4.4126E+02  3.9152E+02  4.4126E+02  4.1052E+02
  4.4231E+02  4.4232E+02  4.3590E+02  4.1391E+02  4.5189E+02  3.9562E+02  4.5189E+02  4.1391E+02
  4.4995E+02  4.4995E+02  4.4083E+02  4.1563E+02  4.6119E+02  3.9971E+02  4.6119E+02  4.1563E+02
  4.5627E+02  4.5627E+02  4.4384E+02  4.1594E+02  4.6842E+02  4.0457E+02  4.6842E+02  4.1594E+02
  4.5700E+02  4.5701E+02  4.4192E+02  4.1233E+02  4.6976E+02  4.0612E+02  4.6976E+02  4.1233E+02
  4.6226E+02  4.6227E+02  4.4336E+02  4.0850E+02  4.7600E+02  4.0864E+02  4.7600E+02  4.0850E+02
  4.6230E+02  4.6230E+02  4.3953E+02  4.0272E+02  4.7541E+02  4.0993E+02  4.7541E+02  4.0272E+02
  4.6035E+02  4.6035E+02  4.3030E+02  3.9269E+02  4.6790E+02  4.3926E+02  4.6790E+02  3.9270E+02
  4.4898E+02  4.4898E+02  4.0550E+02  3.7519E+02  4.5050E+02  4.6196E+02  4.5050E+02  3.7519E+02
  4.3260E+02  4.3260E+02  3.8756E+02  3.5675E+02  4.3483E+02  4.3753E+02  4.3483E+02  3.5675E+02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 25      COL 26      COL 27      COL 28      COL 29      COL 30      COL 31      COL 32   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8869E+02  3.8828E+02  3.8828E+02  3.8863E+02  3.7790E+02  3.9175E+02  3.5690E+02  3.9174E+02
  4.1094E+02  4.0919E+02  4.0919E+02  4.1089E+02  3.9655E+02  4.1462E+02  3.6720E+02  4.1461E+02
  4.1399E+02  4.0944E+02  4.0944E+02  4.1395E+02  4.0315E+02  4.1547E+02  3.7289E+02  4.1546E+02
  4.2044E+02  4.1565E+02  4.1566E+02  4.2043E+02  4.0871E+02  4.2219E+02  3.7647E+02  4.2219E+02
  4.3031E+02  4.2644E+02  4.2644E+02  4.3029E+02  4.1544E+02  4.3351E+02  3.8127E+02  4.3350E+02
  4.3728E+02  4.3559E+02  4.3559E+02  4.3728E+02  4.1910E+02  4.4232E+02  3.8580E+02  4.4232E+02
  4.4256E+02  4.4508E+02  4.4508E+02  4.4255E+02  4.2093E+02  4.4995E+02  3.9415E+02  4.4995E+02
  4.4600E+02  4.5573E+02  4.5573E+02  4.4600E+02  4.2119E+02  4.5627E+02  4.3209E+02  4.5627E+02
  4.4471E+02  4.5987E+02  4.5988E+02  4.4471E+02  4.1776E+02  4.5700E+02  4.4100E+02  4.5701E+02
  4.4695E+02  4.6867E+02  4.6867E+02  4.4695E+02  4.1476E+02  4.6227E+02  4.5075E+02  4.6227E+02
  4.4427E+02  4.7309E+02  4.7309E+02  4.4427E+02  4.0949E+02  4.6230E+02  4.5772E+02  4.6230E+02
  4.3500E+02  4.7506E+02  4.7506E+02  4.3501E+02  3.9913E+02  4.6035E+02  4.6591E+02  4.6035E+02
  4.1477E+02  4.6497E+02  4.6497E+02  4.1477E+02  3.8062E+02  4.4898E+02  4.6018E+02  4.4898E+02
  3.9682E+02  4.5375E+02  4.5375E+02  3.9682E+02  3.6196E+02  4.3260E+02  4.2254E+02  4.3260E+02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 33      COL 34      COL 35      COL 36      COL 37      COL 38      COL 39      COL 40   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7781E+02  3.8795E+02  3.6656E+02  3.6656E+02  3.8792E+02  3.7414E+02  3.9399E+02  3.8828E+02
  3.9649E+02  4.1021E+02  3.7886E+02  3.7886E+02  4.1018E+02  3.9173E+02  4.1801E+02  4.0919E+02
  4.0311E+02  4.1405E+02  3.8279E+02  3.8279E+02  4.1401E+02  3.9959E+02  4.1891E+02  4.0944E+02
  4.0869E+02  4.2074E+02  3.8623E+02  3.8623E+02  4.2075E+02  4.0514E+02  4.2625E+02  4.1566E+02
  4.1542E+02  4.3038E+02  3.9152E+02  3.9152E+02  4.3038E+02  4.1100E+02  4.3824E+02  4.2644E+02
  4.1910E+02  4.3669E+02  3.9563E+02  3.9563E+02  4.3669E+02  4.1348E+02  4.4729E+02  4.3559E+02
  4.2091E+02  4.4105E+02  3.9971E+02  3.9971E+02  4.4105E+02  4.1400E+02  4.5472E+02  4.4508E+02
  4.2119E+02  4.4347E+02  4.0457E+02  4.0457E+02  4.4347E+02  4.1264E+02  4.6018E+02  4.5573E+02
  4.1776E+02  4.4138E+02  4.0612E+02  4.0612E+02  4.4138E+02  4.0707E+02  4.6010E+02  4.5988E+02
  4.1476E+02  4.4286E+02  4.0864E+02  4.0864E+02  4.4286E+02  4.0272E+02  4.6488E+02  4.6867E+02
  4.0949E+02  4.3999E+02  4.0993E+02  4.0993E+02  4.3999E+02  3.9673E+02  4.6425E+02  4.7309E+02
  3.9914E+02  4.3059E+02  4.3926E+02  4.3926E+02  4.3059E+02  3.8644E+02  4.5981E+02  4.7506E+02
  3.8062E+02  4.1111E+02  4.6196E+02  4.6196E+02  4.1111E+02  3.7006E+02  4.4594E+02  4.6497E+02
  3.6196E+02  3.9308E+02  4.3753E+02  4.3753E+02  3.9308E+02  3.5180E+02  4.2994E+02  4.5375E+02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 41      COL 42      COL 43      COL 44      COL 45      COL 46      COL 47      COL 48   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9399E+02  3.7411E+02  3.8473E+02  3.9174E+02  3.9175E+02  3.8473E+02  3.6639E+02  3.8792E+02
  4.1801E+02  3.9170E+02  4.0573E+02  4.1461E+02  4.1462E+02  4.0573E+02  3.8138E+02  4.1018E+02
  4.1891E+02  3.9957E+02  4.1495E+02  4.1546E+02  4.1547E+02  4.1495E+02  3.9006E+02  4.1401E+02
  4.2625E+02  4.0513E+02  4.2310E+02  4.2219E+02  4.2219E+02  4.2311E+02  3.9470E+02  4.2074E+02
  4.3824E+02  4.1098E+02  4.3165E+02  4.3350E+02  4.3351E+02  4.3165E+02  3.9871E+02  4.3038E+02
  4.4729E+02  4.1348E+02  4.3538E+02  4.4231E+02  4.4232E+02  4.3538E+02  3.9967E+02  4.3667E+02
  4.5472E+02  4.1399E+02  4.3636E+02  4.4995E+02  4.4995E+02  4.3636E+02  3.9879E+02  4.4105E+02
  4.6018E+02  4.1264E+02  4.3488E+02  4.5627E+02  4.5627E+02  4.3488E+02  3.9552E+02  4.4347E+02
  4.6010E+02  4.0707E+02  4.3023E+02  4.5701E+02  4.5701E+02  4.3023E+02  3.8755E+02  4.4138E+02
  4.6488E+02  4.0272E+02  4.2763E+02  4.6227E+02  4.6227E+02  4.2763E+02  3.8136E+02  4.4286E+02
  4.6425E+02  3.9673E+02  4.2262E+02  4.6230E+02  4.6230E+02  4.2262E+02  3.7441E+02  4.3999E+02
  4.5982E+02  3.8644E+02  4.0856E+02  4.6035E+02  4.6035E+02  4.0856E+02  3.6529E+02  4.3059E+02
  4.4594E+02  3.7006E+02  3.9035E+02  4.4898E+02  4.4898E+02  3.9035E+02  3.5215E+02  4.1111E+02
  4.2994E+02  3.5180E+02  3.6838E+02  4.3260E+02  4.3260E+02  3.6838E+02  3.3542E+02  3.9308E+02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 49      COL 50      COL 51      COL 52      COL 53      COL 54      COL 55      COL 56   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9570E+02  3.8795E+02  3.6639E+02  3.7411E+02  3.8863E+02  3.8870E+02  3.7415E+02  3.7781E+02
  4.2014E+02  4.1021E+02  3.8138E+02  3.9170E+02  4.1089E+02  4.1094E+02  3.9173E+02  3.9649E+02
  4.2051E+02  4.1405E+02  3.9007E+02  3.9957E+02  4.1395E+02  4.1399E+02  3.9960E+02  4.0311E+02
  4.2815E+02  4.2075E+02  3.9470E+02  4.0513E+02  4.2043E+02  4.2045E+02  4.0514E+02  4.0869E+02
  4.4126E+02  4.3038E+02  3.9871E+02  4.1098E+02  4.3029E+02  4.3031E+02  4.1100E+02  4.1542E+02
  4.5189E+02  4.3669E+02  3.9967E+02  4.1348E+02  4.3728E+02  4.3728E+02  4.1348E+02  4.1909E+02
  4.6119E+02  4.4105E+02  3.9879E+02  4.1399E+02  4.4255E+02  4.4256E+02  4.1400E+02  4.2091E+02
  4.6842E+02  4.4347E+02  3.9552E+02  4.1264E+02  4.4600E+02  4.4600E+02  4.1264E+02  4.2119E+02
  4.6976E+02  4.4138E+02  3.8755E+02  4.0707E+02  4.4471E+02  4.4471E+02  4.0707E+02  4.1776E+02
  4.7600E+02  4.4286E+02  3.8136E+02  4.0272E+02  4.4695E+02  4.4695E+02  4.0272E+02  4.1476E+02
  4.7541E+02  4.3999E+02  3.7441E+02  3.9673E+02  4.4427E+02  4.4427E+02  3.9673E+02  4.0949E+02
  4.6790E+02  4.3059E+02  3.6529E+02  3.8644E+02  4.3501E+02  4.3501E+02  3.8644E+02  3.9914E+02
  4.5050E+02  4.1111E+02  3.5215E+02  3.7006E+02  4.1477E+02  4.1477E+02  3.7006E+02  3.8062E+02
  4.3483E+02  3.9308E+02  3.3542E+02  3.5180E+02  3.9682E+02  3.9682E+02  3.5180E+02  3.6196E+02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 57      COL 58      COL 59      COL 60      COL 61      COL 62      COL 63      COL 64   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8872E+02  3.7790E+02  3.7507E+02  3.7519E+02  3.6721E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.1131E+02  3.9655E+02  3.9263E+02  3.9271E+02  3.8197E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.1327E+02  4.0316E+02  3.9927E+02  3.9931E+02  3.8986E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.1950E+02  4.0871E+02  4.0439E+02  4.0443E+02  3.9419E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.2925E+02  4.1544E+02  4.1052E+02  4.1053E+02  3.9844E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.3590E+02  4.1910E+02  4.1391E+02  4.1391E+02  4.0021E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.4083E+02  4.2093E+02  4.1563E+02  4.1563E+02  4.0048E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.4384E+02  4.2119E+02  4.1594E+02  4.1594E+02  3.9957E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.4192E+02  4.1776E+02  4.1233E+02  4.1233E+02  3.9324E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.4336E+02  4.1476E+02  4.0850E+02  4.0850E+02  3.8742E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.3953E+02  4.0949E+02  4.0272E+02  4.0272E+02  3.8050E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.3030E+02  3.9914E+02  3.9270E+02  3.9270E+02  3.7093E+02  0.0000E+00  0.0000E+00  0.0000E+00
  4.0550E+02  3.8062E+02  3.7519E+02  3.7519E+02  3.5696E+02  0.0000E+00  0.0000E+00  0.0000E+00
  3.8756E+02  3.6196E+02  3.5675E+02  3.5675E+02  3.3938E+02  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 65      COL 66      COL 67      COL 68      COL 69      COL 70      COL 71      COL 72   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 73      COL 74      COL 75      COL 76      COL 77      COL 78      COL 79      COL 80   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 81      COL 82      COL 83      COL 84      COL 85      COL 86      COL 87      COL 88   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 89      COL 90      COL 91      COL 92      COL 93      COL 94      COL 95      COL 96   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 97      COL 98      COL 99      COL 100      COL 101      COL 102      COL 103      COL 104   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 105      COL 106      COL 107      COL 108      COL 109      COL 110      COL 111      COL 112   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
